,Unnamed: 0,Cand_Name,Cand_Office_St,Cand_Office_Dist_x,Cand_Office_Dist_y,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent,seat_transition
817,817,"HUNT, JOSEPH WILLIAM MR.",GA,10.0,10.0,REP,2018,0.466266112,24.7,REP,1.0,0,0.31184,1.0,0.5,True,53479.0,11,,79.3,608773.3,473172.95,0.0
818,818,"JOHNSON-GREEN, TABITHA",GA,10.0,10.0,DEM,2018,0.466266112,24.7,REP,0.0,0,0.31184,0.0,0.5,False,53479.0,500,50.2,79.3,18786.07,16130.3,0.0
819,819,"MONTGOMERY, CHALIS POMEROY",GA,10.0,10.0,DEM,2018,0.466266112,24.7,REP,0.0,0,0.31184,0.0,0.5,False,53479.0,500,,79.3,18786.07,16130.3,0.0
820,820,"MOOREHEAD, PATRICK",GA,10.0,10.0,IND,2018,0.466266112,24.7,REP,0.0,0,0.31184,1.0,0.5,False,53479.0,37,,79.3,,,0.0
821,821,"WINFIELD, RICHARD DIEN",GA,10.0,10.0,DEM,2018,0.466266112,24.7,REP,0.0,0,0.31184,1.0,0.5,False,53479.0,16,,79.3,18786.07,16130.3,0.0
822,822,"BROADY, FLYNN D. JR.",GA,11.0,11.0,DEM,2018,0.562715772,39.7,REP,0.325061571,0,0.25396,1.0,0.5,False,72445.0,500,100.0,79.6,44223.66,41255.2,1.0
823,823,"LLOP, WILLIAM",GA,11.0,11.0,REP,2018,0.562715772,39.7,REP,0.674938429,0,0.25396,1.0,0.5,True,72445.0,9,,79.6,767735.45,412738.84,1.0
824,824,"LOUDERMILK, BARRY",GA,11.0,11.0,REP,2018,0.562715772,39.7,REP,0.674938429,1,0.25396,1.0,0.5,True,72445.0,154,100.0,79.6,767735.45,412738.84,1.0
825,825,"MILLER, GAVIN MR",GA,11.0,11.0,REP,2018,0.562715772,39.7,REP,0.674938429,0,0.25396,1.0,0.5,True,72445.0,500,,79.6,767735.45,412738.84,1.0
826,826,"WEBSTER, ELIZABETH NATALIE MS.",GA,11.0,11.0,DEM,2018,0.562715772,39.7,REP,0.325061571,0,0.25396,0.0,0.5,False,72445.0,12,,79.6,44223.66,41255.2,1.0
827,827,"WYNN, QUENTIN ADAM",GA,11.0,11.0,DEM,2018,0.562715772,39.7,REP,0.325061571,0,0.25396,1.0,0.5,False,72445.0,500,,79.6,44223.66,41255.2,1.0
828,828,"ALLEN, RICHARD W",GA,12.0,12.0,REP,2018,0.401906781,20.7,REP,0.616150636,1,0.42174,1.0,0.5,True,43177.0,16,76.0,77.6,966991.75,542611.47,4.0
829,829,"INGHAM, ROBERT FRANCIS MR JR",GA,12.0,12.0,DEM,2018,0.401906781,20.7,REP,0.383849364,0,0.42174,1.0,0.5,False,43177.0,7,,77.6,211231.32,191038.81,4.0
830,830,"JOHNSON, FRANCYS",GA,12.0,12.0,DEM,2018,0.401906781,20.7,REP,0.383849364,0,0.42174,0.0,0.5,False,43177.0,500,52.8,77.6,211231.32,191038.81,4.0
831,831,"MARZETT, GREGORY MR",GA,12.0,12.0,IND,2018,0.401906781,20.7,REP,0.0,0,0.42174,1.0,0.5,False,43177.0,29,,77.6,,,4.0
832,832,"NESMITH, MICHAEL",GA,12.0,12.0,DEM,2018,0.401906781,20.7,REP,0.383849364,0,0.42174,1.0,0.5,False,43177.0,1,,77.6,211231.32,191038.81,4.0
833,833,"WEST, MARY",GA,12.0,12.0,IND,2018,0.401906781,20.7,REP,0.0,0,0.42174,0.0,0.5,False,43177.0,15,,77.6,,,4.0
834,834,"YU, EUGENE MR.",GA,12.0,12.0,REP,2018,0.401906781,20.7,REP,0.616150636,0,0.42174,1.0,0.5,True,43177.0,161,,77.6,966991.75,542611.47,4.0
835,835,"AKINKUGBE, FEMI",GA,13.0,13.0,REP,2018,0.621909714,28.3,REP,0.0,0,0.68848,1.0,0.5,True,55682.0,500,,77.5,16172.0,11847.0,0.0
836,836,"CALLAHAN, DAVID ALAN",GA,13.0,13.0,REP,2018,0.621909714,28.3,REP,0.0,0,0.68848,1.0,0.5,True,55682.0,4,93.0,77.5,16172.0,11847.0,0.0
837,837,"COWEN, MARTIN LINDSEY MR. III",GA,13.0,13.0,LIB,2018,0.621909714,28.3,REP,0.0,0,0.68848,0.0,0.5,False,55682.0,115,,77.5,,,0.0
838,838,"NEWLAND, K. ROSS",GA,13.0,13.0,REP,2018,0.621909714,28.3,REP,0.0,0,0.68848,1.0,0.5,True,55682.0,500,,77.5,16172.0,11847.0,0.0
839,839,"SCOTT, DAVID ALBERT",GA,13.0,13.0,DEM,2018,0.621909714,28.3,REP,1.0,1,0.68848,1.0,0.5,False,55682.0,4,100.0,77.5,1016595.84,926829.49,0.0
840,840,"FOSTER, STEVEN",GA,14.0,14.0,DEM,2018,0.225261342,17.1,REP,0.0,0,0.14567,1.0,0.5,False,50132.0,19,100.0,70.8,11392.0,7783.0,0.0
841,841,"GRAVES, JOHN THOMAS MR. JR.",GA,14.0,14.0,REP,2018,0.225261342,17.1,REP,1.0,1,0.14567,1.0,0.5,True,50132.0,6,,70.8,1867697.29,832369.44,0.0
842,842,"GRAVES, TOM",GA,14.0,14.0,REP,2018,0.225261342,17.1,REP,1.0,1,0.14567,1.0,0.5,True,50132.0,20,100.0,70.8,1867697.29,832369.44,0.0
847,847,"BURD, ZACHARY B.",HI,1.0,1.0,GRE,2018,0.660456654,34.6,DEM,0.0,0,0.82337,1.0,0.32,False,80083.0,141,,80,,,0.0
848,848,"CASE, ED",HI,1.0,1.0,DEM,2018,0.660456654,34.6,DEM,0.7191981040000001,0,0.82337,1.0,0.32,False,80083.0,40,40.0,80,451355.39,371047.31,0.0
849,849,"CAVASSO, CAMPBELL",HI,1.0,1.0,REP,2018,0.660456654,34.6,DEM,0.226665957,0,0.82337,1.0,0.32,True,80083.0,500,81.8,80,105789.42,67228.03,0.0
850,850,"CHIN, DOUG",HI,1.0,1.0,DEM,2018,0.660456654,34.6,DEM,0.7191981040000001,0,0.82337,1.0,0.32,False,80083.0,50,,80,451355.39,371047.31,0.0
851,851,"CIPOLLA, JOHN E",HI,1.0,1.0,N,2018,0.660456654,34.6,DEM,0.0,0,0.82337,1.0,0.32,False,80083.0,6,,80,,,0.0
852,852,"FUKUMOTO, BETH",HI,1.0,1.0,DEM,2018,0.660456654,34.6,DEM,0.7191981040000001,0,0.82337,0.0,0.32,False,80083.0,110,,80,451355.39,371047.31,0.0
853,853,"GRIFFIN, CALVIN",HI,1.0,1.0,NNE,2018,0.660456654,34.6,DEM,0.0,0,0.82337,1.0,0.32,False,80083.0,179,,80,,,0.0
854,854,"ING, MARK KANIELA",HI,1.0,1.0,DEM,2018,0.660456654,34.6,DEM,0.7191981040000001,0,0.82337,1.0,0.32,False,80083.0,18,,80,451355.39,371047.31,0.0
855,855,"KIM, DONNA MERCADO",HI,1.0,1.0,DEM,2018,0.660456654,34.6,DEM,0.7191981040000001,0,0.82337,0.0,0.32,False,80083.0,64,,80,451355.39,371047.31,0.0
856,856,"MARTIN, ERNEST YORIHIKO",HI,1.0,1.0,DEM,2018,0.660456654,34.6,DEM,0.7191981040000001,0,0.82337,1.0,0.32,False,80083.0,158,,80,451355.39,371047.31,0.0
857,857,"PULETASI , SAM",HI,1.0,1.0,DEM,2018,0.660456654,34.6,DEM,0.7191981040000001,0,0.82337,1.0,0.32,False,80083.0,500,,80,451355.39,371047.31,0.0
858,858,"TIPON, EMMANUEL S. (AL)",HI,1.0,1.0,REP,2018,0.660456654,34.6,DEM,0.226665957,0,0.82337,1.0,0.32,True,80083.0,500,,80,105789.42,67228.03,0.0
859,859,"TIPPENS, MICHELLE ROSE",HI,1.0,1.0,LIB,2018,0.660456654,34.6,DEM,0.032624265,0,0.82337,0.0,0.32,False,80083.0,4,,80,,,0.0
860,860,"VINOLE, RENE RAYMOND",HI,1.0,1.0,REP,2018,0.660456654,34.6,DEM,0.226665957,0,0.82337,1.0,0.32,True,80083.0,500,,80,105789.42,67228.03,0.0
861,861,"ALU CAMPAGNA, SHERYL FRANCYS",HI,2.0,2.0,DEM,2018,0.674413375,28.0,DEM,0.8110049509999999,0,0.67619,0.0,0.32,False,75289.0,500,,77.5,1279460.05,1244295.23,3.0
862,862,"AUSTIN, ANTHONY TONY",HI,2.0,2.0,DEM,2018,0.674413375,28.0,DEM,0.8110049509999999,0,0.67619,1.0,0.32,False,75289.0,22,,77.5,1279460.05,1244295.23,3.0
863,863,"EVANS, BRIAN",HI,2.0,2.0,REP,2018,0.674413375,28.0,DEM,0.188995049,0,0.67619,1.0,0.32,True,75289.0,8,100.0,77.5,0.0,0.0,3.0
864,864,"GABBARD, TULSI",HI,2.0,2.0,DEM,2018,0.674413375,28.0,DEM,0.8110049509999999,1,0.67619,0.0,0.32,False,75289.0,500,83.6,77.5,1279460.05,1244295.23,3.0
865,865,"REISS, JOHN EMANUEL",HI,2.0,2.0,DEM,2018,0.674413375,28.0,DEM,0.8110049509999999,0,0.67619,1.0,0.32,False,75289.0,6,,77.5,1279460.05,1244295.23,3.0
866,866,"BLUM, RODNEY",IA,1.0,1.0,REP,2018,0.4810938970000001,25.5,REP,0.538965824,1,0.08967,1.0,0.44,True,57295.0,74,100.0,81.27619,2333788.98,1109725.05,4.0
867,867,"FINKENAUER, ABBY",IA,1.0,1.0,DEM,2018,0.4810938970000001,25.5,REP,0.461034176,0,0.08967,0.0,0.44,False,57295.0,500,67.0,81.27619,3540164.33,2902330.66,4.0
868,868,"HECKROTH, THOMAS",IA,1.0,1.0,DEM,2018,0.4810938970000001,25.5,REP,0.461034176,0,0.08967,1.0,0.44,False,57295.0,20,,81.27619,3540164.33,2902330.66,4.0
869,869,"RAMSEY, GEORGE",IA,1.0,1.0,DEM,2018,0.4810938970000001,25.5,REP,0.461034176,0,0.08967,1.0,0.44,False,57295.0,53,,81.27619,3540164.33,2902330.66,4.0
870,870,"ROWE, COURTNEY L MRS.",IA,1.0,1.0,DEM,2018,0.4810938970000001,25.5,REP,0.461034176,0,0.08967,0.0,0.44,False,57295.0,128,,81.27619,3540164.33,2902330.66,4.0
871,871,"CALIGIURI, GINNY",IA,2.0,2.0,REP,2018,0.478179069,27.6,REP,0.462977594,0,0.10462,0.0,0.44,True,54758.0,500,,81.6,642118.32,523347.32,4.0
872,872,"LOEBSACK, DAVID WAYNE",IA,2.0,2.0,DEM,2018,0.478179069,27.6,REP,0.5370224060000001,1,0.10462,1.0,0.44,False,54758.0,4,100.0,81.6,1898184.39,1180377.16,4.0
873,873,"PETERS, CHRISTOPHER",IA,2.0,2.0,REP,2018,0.478179069,27.6,REP,0.462977594,0,0.10462,1.0,0.44,True,54758.0,2,100.0,81.6,642118.32,523347.32,4.0
874,874,"STRAUSS, MARK DAVID",IA,2.0,2.0,LIB,2018,0.478179069,27.6,REP,0.0,0,0.10462,1.0,0.44,False,54758.0,18,,81.6,,,4.0
875,875,"AXNE, CINDY",IA,3.0,3.0,DEM,2018,0.481146662,32.0,REP,0.3976599770000001,0,0.12294,0.0,0.44,False,65023.0,102,58.0,81.4,3588066.28,2357372.53,0.0
876,876,"D'ALESSANDRO, PETE",IA,3.0,3.0,DEM,2018,0.481146662,32.0,REP,0.3976599770000001,0,0.12294,1.0,0.44,False,65023.0,55,,81.4,3588066.28,2357372.53,0.0
877,877,"FRERICK, AUSTIN RONALD",IA,3.0,3.0,DEM,2018,0.481146662,32.0,REP,0.3976599770000001,0,0.12294,1.0,0.44,False,65023.0,500,,81.4,3588066.28,2357372.53,0.0
878,878,"GRANDANETTE, JOE",IA,3.0,3.0,NNE,2018,0.481146662,32.0,REP,0.0,0,0.12294,1.0,0.44,False,65023.0,107,,81.4,,,0.0
879,879,"GREENFIELD, THERESA",IA,3.0,3.0,DEM,2018,0.481146662,32.0,REP,0.3976599770000001,0,0.12294,0.0,0.44,False,65023.0,80,,81.4,3588066.28,2357372.53,0.0
880,880,"HOLDER, BRYAN JACK",IA,3.0,3.0,LIB,2018,0.481146662,32.0,REP,0.039403741,0,0.12294,1.0,0.44,False,65023.0,46,,81.4,,,0.0
881,881,"KNUPP, PAUL REV. DR. JR.",IA,3.0,3.0,GRE,2018,0.481146662,32.0,REP,0.0,0,0.12294,1.0,0.44,False,65023.0,27,,81.4,,,0.0
882,882,"MAURO, EDDIE J.",IA,3.0,3.0,DEM,2018,0.481146662,32.0,REP,0.3976599770000001,0,0.12294,1.0,0.44,False,65023.0,165,,81.4,3588066.28,2357372.53,0.0
883,883,"RYAN, HEATHER A",IA,3.0,3.0,DEM,2018,0.481146662,32.0,REP,0.3976599770000001,0,0.12294,0.0,0.44,False,65023.0,8,,81.4,3588066.28,2357372.53,0.0
884,884,"RYON, ANNA",IA,3.0,3.0,DEM,2018,0.481146662,32.0,REP,0.3976599770000001,0,0.12294,0.0,0.44,False,65023.0,87,,81.4,3588066.28,2357372.53,0.0
885,885,"SHERZAN, MICHAEL THOMAS",IA,3.0,3.0,DEM,2018,0.481146662,32.0,REP,0.3976599770000001,0,0.12294,1.0,0.44,False,65023.0,1,,81.4,3588066.28,2357372.53,0.0
886,886,"YOUNG, DAVID",IA,3.0,3.0,REP,2018,0.481146662,32.0,REP,0.535070794,1,0.12294,1.0,0.44,True,65023.0,4,100.0,81.4,2313876.44,1242961.8,0.0
887,887,"ALDRICH, CHARLES",IA,4.0,4.0,LIB,2018,0.355243566,23.3,REP,0.0,0,0.08056,1.0,0.44,False,55496.0,23,,80.5,,,4.0
888,888,"DAHL, PAUL ELLIOTT",IA,4.0,4.0,DEM,2018,0.355243566,23.3,REP,0.386065351,0,0.08056,1.0,0.44,False,55496.0,27,,80.5,1434486.17,812478.59,4.0
889,889,"DEAM, DIRK J",IA,4.0,4.0,DEM,2018,0.355243566,23.3,REP,0.386065351,0,0.08056,1.0,0.44,False,55496.0,500,,80.5,1434486.17,812478.59,4.0
890,890,"HANSON, CYNDI",IA,4.0,4.0,REP,2018,0.355243566,23.3,REP,0.6139346489999999,0,0.08056,0.0,0.44,True,55496.0,500,,80.5,671817.93,637859.99,4.0
891,891,"JACOBSEN, LEANN",IA,4.0,4.0,DEM,2018,0.355243566,23.3,REP,0.386065351,0,0.08056,0.0,0.44,False,55496.0,500,,80.5,1434486.17,812478.59,4.0
892,892,"KING, STEVE MR.",IA,4.0,4.0,REP,2018,0.355243566,23.3,REP,0.6139346489999999,1,0.08056,1.0,0.44,True,55496.0,159,74.8,80.5,671817.93,637859.99,4.0
893,893,"MEYERS, RYAN",IA,4.0,4.0,DEM,2018,0.355243566,23.3,REP,0.386065351,0,0.08056,1.0,0.44,False,55496.0,25,,80.5,1434486.17,812478.59,4.0
894,894,"PASCHEN, JOHN JOSEPH",IA,4.0,4.0,DEM,2018,0.355243566,23.3,REP,0.386065351,0,0.08056,1.0,0.44,False,55496.0,6,,80.5,1434486.17,812478.59,4.0
895,895,"PETERSON, EDWARD",IA,4.0,4.0,NPA,2018,0.355243566,23.3,REP,0.0,0,0.08056,1.0,0.44,False,55496.0,40,,80.5,,,4.0
896,896,"SCHOLTEN, JAMES D.",IA,4.0,4.0,DEM,2018,0.355243566,23.3,REP,0.386065351,0,0.08056,1.0,0.44,False,55496.0,5,51.3,80.5,1434486.17,812478.59,4.0
897,897,"WEAVER, KIMBERLY",IA,4.0,4.0,DEM,2018,0.355243566,23.3,REP,0.386065351,0,0.08056,0.0,0.44,False,55496.0,5,,80.5,1434486.17,812478.59,4.0
898,898,"COUNSIL, GORDON JOE",ID,1.0,1.0,UNK,2018,0.347137453,24.5,REP,0.0,0,0.10213,1.0,0.56,False,53561.0,500,,82.07143,,,0.0
899,899,"FLEMING, NATALIE M",ID,1.0,1.0,UNA,2018,0.347137453,24.5,REP,0.0,0,0.10213,0.0,0.56,False,53561.0,105,,82.07143,,,0.0
900,900,"FULCHER, RUSS",ID,1.0,1.0,REP,2018,0.347137453,24.5,REP,0.680412282,0,0.10213,1.0,0.56,True,53561.0,500,43.1,82.07143,800373.3,690249.25,0.0
901,901,"GALLEGOS, ALEXANDER",ID,1.0,1.0,REP,2018,0.347137453,24.5,REP,0.680412282,0,0.10213,1.0,0.56,True,53561.0,106,,82.07143,800373.3,690249.25,0.0
902,902,"HENDERSON, NICHOLAS",ID,1.0,1.0,REP,2018,0.347137453,24.5,REP,0.680412282,0,0.10213,1.0,0.56,True,53561.0,51,,82.07143,800373.3,690249.25,0.0
903,903,"HOWARD, WILLIAM",ID,1.0,1.0,LIB,2018,0.347137453,24.5,REP,0.0,0,0.10213,1.0,0.56,False,53561.0,9,,82.07143,,,0.0
904,904,"LEROY, DAVID H",ID,1.0,1.0,REP,2018,0.347137453,24.5,REP,0.680412282,0,0.10213,1.0,0.56,True,53561.0,4,,82.07143,800373.3,690249.25,0.0
905,905,"LIFE, PRO",ID,1.0,1.0,CON,2018,0.347137453,24.5,REP,0.0,0,0.10213,1.0,0.56,False,53561.0,500,,82.07143,,,0.0
906,906,"MALEK, LUCAS TODD",ID,1.0,1.0,REP,2018,0.347137453,24.5,REP,0.680412282,0,0.10213,1.0,0.56,True,53561.0,500,,82.07143,800373.3,690249.25,0.0
907,907,"MCNEIL, ANA",ID,1.0,1.0,DEM,2018,0.347137453,24.5,REP,0.319587718,0,0.10213,0.0,0.56,False,53561.0,500,,82.07143,12945.02,7338.41,0.0
908,908,"MCNEIL, CRISTINA",ID,1.0,1.0,DEM,2018,0.347137453,24.5,REP,0.319587718,0,0.10213,0.0,0.56,False,53561.0,500,69.3,82.07143,12945.02,7338.41,0.0
909,909,"MILLER, DONALD",ID,1.0,1.0,DEM,2018,0.347137453,24.5,REP,0.319587718,0,0.10213,1.0,0.56,False,53561.0,42,,82.07143,12945.02,7338.41,0.0
910,910,"PERRY, CHRISTY",ID,1.0,1.0,REP,2018,0.347137453,24.5,REP,0.680412282,0,0.10213,0.0,0.56,True,53561.0,71,,82.07143,800373.3,690249.25,0.0
911,911,"SMITH, MICHAEL WILLIAM",ID,1.0,1.0,DEM,2018,0.347137453,24.5,REP,0.319587718,0,0.10213,1.0,0.56,False,53561.0,1,,82.07143,12945.02,7338.41,0.0
912,912,"SNYDER, MICHAEL",ID,1.0,1.0,REP,2018,0.347137453,24.5,REP,0.680412282,0,0.10213,1.0,0.56,True,53561.0,1,,82.07143,800373.3,690249.25,0.0
913,913,"VANDERMAAS, JAMES",ID,1.0,1.0,DEM,2018,0.347137453,24.5,REP,0.319587718,0,0.10213,1.0,0.56,False,53561.0,5,,82.07143,12945.02,7338.41,0.0
914,914,"RICKARDS, PETER DR DPM",ID,2.0,2.0,DEM,2018,0.343722507,28.1,REP,0.293176008,0,0.09679,1.0,0.56,False,51307.0,55,,83.6,114885.58,92711.22,4.0
915,915,"SIMPSON, MICHAEL",ID,2.0,2.0,REP,2018,0.343722507,28.1,REP,0.629723977,1,0.09679,1.0,0.56,True,51307.0,1,100.0,83.6,1014769.95,878126.24,4.0
916,916,"SWISHER, CARLTON AARON",ID,2.0,2.0,DEM,2018,0.343722507,28.1,REP,0.293176008,0,0.09679,1.0,0.56,False,51307.0,500,67.6,83.6,114885.58,92711.22,4.0
917,917,"WARDELL, JAMES D.",ID,2.0,2.0,IND,2018,0.343722507,28.1,REP,0.0,0,0.09679,1.0,0.56,False,51307.0,5,,83.6,,,4.0
918,918,"BROOKINS, HOWARD",IL,1.0,1.0,DEM,2018,0.750622585,27.4,REP,0.734312855,0,0.58201,1.0,0.37,False,50744.0,188,,83.6,337575.0,274005.74,4.0
919,919,"DRUMMER, DEMOND",IL,1.0,1.0,DEM,2018,0.750622585,27.4,REP,0.734312855,0,0.58201,1.0,0.37,False,50744.0,500,,83.6,337575.0,274005.74,4.0
920,920,"RUDBECK, THOMAS MR.",IL,1.0,1.0,IND,2018,0.750622585,27.4,REP,0.0,0,0.58201,1.0,0.37,False,50744.0,20,,83.6,,,4.0
921,921,"RUSH, BOBBY LEE",IL,1.0,1.0,DEM,2018,0.750622585,27.4,REP,0.734312855,1,0.58201,1.0,0.37,False,50744.0,93,100.0,83.6,337575.0,274005.74,4.0
922,922,"TILLMAN, JIMMY LEE",IL,1.0,1.0,REP,2018,0.750622585,27.4,REP,0.265687145,0,0.58201,1.0,0.37,True,50744.0,100,100.0,83.6,0.0,0.0,4.0
923,923,"HARMON, PATRICK",IL,2.0,2.0,REP,2018,0.744719672,22.3,REP,0.204144847,0,0.63673,1.0,0.37,True,50391.0,37,,84.3,0.0,0.0,4.0
924,924,"KELLY, ROBIN",IL,2.0,2.0,DEM,2018,0.744719672,22.3,REP,0.795855153,1,0.63673,0.0,0.37,False,50391.0,67,82.1,84.3,873064.34,785586.02,4.0
925,925,"LEWIS, MARCUS",IL,2.0,2.0,DEM,2018,0.744719672,22.3,REP,0.795855153,0,0.63673,1.0,0.37,False,50391.0,72,,84.3,873064.34,785586.02,4.0
926,926,"MERKLE, DAVID",IL,2.0,2.0,REP,2018,0.744719672,22.3,REP,0.204144847,0,0.63673,1.0,0.37,True,50391.0,4,36.7,84.3,0.0,0.0,4.0
927,927,"MORROW, JOHN F.",IL,2.0,2.0,REP,2018,0.744719672,22.3,REP,0.204144847,0,0.63673,1.0,0.37,True,50391.0,6,,84.3,0.0,0.0,4.0
928,928,"HANSON, JUSTIN MR.",IL,3.0,3.0,IND,2018,0.7258853359999999,26.4,REP,0.0,0,0.2472,1.0,0.37,False,65230.0,38,,83,,,4.0
929,929,"JONES, ARTHUR J.",IL,3.0,3.0,REP,2018,0.7258853359999999,26.4,REP,0.0,0,0.2472,1.0,0.37,True,65230.0,127,100.0,83,0.0,0.0,4.0
930,930,"LIPINSKI, DANIEL WILLIAM WILLIAM",IL,3.0,3.0,DEM,2018,0.7258853359999999,26.4,REP,1.0,1,0.2472,1.0,0.37,False,65230.0,12,51.2,83,1454963.55,2268685.89,4.0
931,931,"NEWMAN, MARIE",IL,3.0,3.0,DEM,2018,0.7258853359999999,26.4,REP,1.0,0,0.2472,0.0,0.37,False,65230.0,158,,83,1454963.55,2268685.89,4.0
932,932,"STEPP, THOMAS ZANE",IL,3.0,3.0,REP,2018,0.7258853359999999,26.4,REP,0.0,0,0.2472,1.0,0.37,True,65230.0,20,,83,0.0,0.0,4.0
933,933,"TOMKOWIAK, MATEUSZ",IL,3.0,3.0,IND,2018,0.7258853359999999,26.4,REP,0.0,0,0.2472,1.0,0.37,False,65230.0,500,,83,,,4.0
934,934,"FLORES, SOL",IL,4.0,4.0,DEM,2018,0.7805153220000001,21.8,REP,1.0,0,0.43621,0.0,0.37,False,53955.0,500,,83.9,772886.98,734023.02,0.0
935,935,"GARCIA, JESUS",IL,4.0,4.0,DEM,2018,0.7805153220000001,21.8,REP,1.0,0,0.43621,1.0,0.37,False,53955.0,144,66.4,83.9,772886.98,734023.02,0.0
936,936,"GONZALEZ, RICHARD",IL,4.0,4.0,DEM,2018,0.7805153220000001,21.8,REP,1.0,0,0.43621,1.0,0.37,False,53955.0,16,,83.9,772886.98,734023.02,0.0
937,937,"LOPEZ, RAYMOND ANTHONY MR.",IL,4.0,4.0,DEM,2018,0.7805153220000001,21.8,REP,1.0,0,0.43621,1.0,0.37,False,53955.0,61,,83.9,772886.98,734023.02,0.0
938,938,"LORCH, MARK WAYNE",IL,4.0,4.0,REP,2018,0.7805153220000001,21.8,REP,0.0,0,0.43621,1.0,0.37,True,53955.0,18,100.0,83.9,8109.36,7211.44,0.0
939,939,"LYONS, MARK WAYNE",IL,4.0,4.0,REP,2018,0.7805153220000001,21.8,REP,0.0,0,0.43621,1.0,0.37,True,53955.0,18,,83.9,8109.36,7211.44,0.0
940,940,"MELICHAR, ANN",IL,4.0,4.0,REP,2018,0.7805153220000001,21.8,REP,0.0,0,0.43621,0.0,0.37,True,53955.0,100,,83.9,8109.36,7211.44,0.0
941,941,"MORENO, PROC 'JOE'",IL,4.0,4.0,DEM,2018,0.7805153220000001,21.8,REP,1.0,0,0.43621,1.0,0.37,False,53955.0,500,,83.9,772886.98,734023.02,0.0
942,942,"RAMIREZ-ROSA, CARLOS MR.",IL,4.0,4.0,DEM,2018,0.7805153220000001,21.8,REP,1.0,0,0.43621,1.0,0.37,False,53955.0,76,,83.9,772886.98,734023.02,0.0
943,943,"REYES, JAY",IL,4.0,4.0,REP,2018,0.7805153220000001,21.8,REP,0.0,0,0.43621,1.0,0.37,True,53955.0,116,,83.9,8109.36,7211.44,0.0
944,944,"ROWLAND VAZQUEZ, NEIL",IL,4.0,4.0,DEM,2018,0.7805153220000001,21.8,REP,1.0,0,0.43621,1.0,0.37,False,53955.0,500,,83.9,772886.98,734023.02,0.0
945,945,"SANCHEZ, RUBEN D., JR.",IL,4.0,4.0,REP,2018,0.7805153220000001,21.8,REP,0.0,0,0.43621,1.0,0.37,True,53955.0,182,,83.9,8109.36,7211.44,0.0
946,946,"HANSON, TOM",IL,5.0,5.0,REP,2018,0.7481162640000001,52.3,REP,0.277564504,0,0.2003,1.0,0.37,True,82210.0,20,100.0,83.69333,0.0,0.0,0.0
947,947,"MUSTAFA, SAMEENA",IL,5.0,5.0,DEM,2018,0.7481162640000001,52.3,REP,0.676023576,0,0.2003,0.0,0.37,False,82210.0,500,,83.69333,1235687.11,1143974.14,0.0
948,948,"QUIGLEY, MIKE",IL,5.0,5.0,DEM,2018,0.7481162640000001,52.3,REP,0.676023576,1,0.2003,1.0,0.37,False,82210.0,1,62.6,83.69333,1235687.11,1143974.14,0.0
949,949,"SCHWARTZBERG , STEVE J",IL,5.0,5.0,DEM,2018,0.7481162640000001,52.3,REP,0.676023576,0,0.2003,1.0,0.37,False,82210.0,500,,83.69333,1235687.11,1143974.14,0.0
950,950,"WOLF, BENJAMIN",IL,5.0,5.0,DEM,2018,0.7481162640000001,52.3,REP,0.676023576,0,0.2003,1.0,0.37,False,82210.0,44,,83.69333,1235687.11,1143974.14,0.0
951,951,"CASTEN, SEAN",IL,6.0,6.0,DEM,2018,0.7108725690000001,50.9,REP,0.404961116,0,0.19464,1.0,0.37,False,98889.0,39,29.9,84.1,4664016.73,3271603.78,0.0
952,952,"CHENEY, CAROLE",IL,6.0,6.0,DEM,2018,0.7108725690000001,50.9,REP,0.404961116,0,0.19464,0.0,0.37,False,98889.0,500,,84.1,4664016.73,3271603.78,0.0
953,953,"HAAF, GRACE",IL,6.0,6.0,DEM,2018,0.7108725690000001,50.9,REP,0.404961116,0,0.19464,0.0,0.37,False,98889.0,500,,84.1,4664016.73,3271603.78,0.0
954,954,"HOWLAND, AMANDA",IL,6.0,6.0,DEM,2018,0.7108725690000001,50.9,REP,0.404961116,0,0.19464,0.0,0.37,False,98889.0,17,,84.1,4664016.73,3271603.78,0.0
955,955,"HUFFMAN, RYAN",IL,6.0,6.0,DEM,2018,0.7108725690000001,50.9,REP,0.404961116,0,0.19464,1.0,0.37,False,98889.0,25,,84.1,4664016.73,3271603.78,0.0
956,956,"MAZESKI, KELLY",IL,6.0,6.0,DEM,2018,0.7108725690000001,50.9,REP,0.404961116,0,0.19464,0.0,0.37,False,98889.0,14,,84.1,4664016.73,3271603.78,0.0
957,957,"PETZEL, GEOFFREY AISIN",IL,6.0,6.0,DEM,2018,0.7108725690000001,50.9,REP,0.404961116,0,0.19464,1.0,0.37,False,98889.0,193,,84.1,4664016.73,3271603.78,0.0
958,958,"PRICE, SUZYN",IL,6.0,6.0,DEM,2018,0.7108725690000001,50.9,REP,0.404961116,0,0.19464,1.0,0.37,False,98889.0,500,,84.1,4664016.73,3271603.78,0.0
